,session_ID,Garage_ID,User_ID,User_type,Shared_ID,Start_plugin,Start_plugin_hour,End_plugout,End_plugout_hour,El_kWh,Duration_hours,month_plugin,weekdays_plugin,Plugin_category,Duration_category,end_soc,start_soc,start_day_idx,end_day_idx,delta_t,delta_soc_rounded
5624,5625,Bl2,Share-8,Shared,Shared-6,2020-01-01 00:56:00,0,2020-01-01 10:33:00,10.0,22.39,9.616666666666667,Jan,Wednesday,early night (midnight-3),Between 9 and 12 hours,1,0.723,5,63,58,0.28
5626,5627,UT7,UT7-2,Private,,2020-01-01 12:37:00,12,2020-01-02 07:27:00,7.0,7.46,18.833333333333332,Jan,Wednesday,early afternoon (12-15),More than 18 hours,1,0.908,75,188,113,0.1
5627,5628,NR1,NR1-1,Private,,2020-01-01 12:47:00,12,2020-01-02 11:22:00,11.0,8.81,22.583333333333332,Jan,Wednesday,early afternoon (12-15),More than 18 hours,1,0.891,76,212,136,0.1
5628,5629,SR2,Share-17,Shared,Shared-10,2020-01-01 13:19:00,13,2020-01-01 16:40:00,16.0,24.13,3.35,Jan,Wednesday,early afternoon (12-15),Between 3 and 6 hours,1,0.702,79,100,21,0.3
5630,5631,UT15,UT15-2,Private,,2020-01-01 15:36:00,15,2020-01-02 08:16:00,8.0,6.81,16.666666666666668,Jan,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.916,93,193,100,0.08
5631,5632,NR1,NR1-3,Private,,2020-01-01 15:36:00,15,2020-01-02 07:02:00,7.0,24.35,15.433333333333334,Jan,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.699,93,186,93,0.3
5635,5636,MS1,Share-31,Shared,Shared-8,2020-01-01 16:39:00,16,2020-01-01 20:28:00,20.0,7.1,3.816666666666667,Jan,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.912,99,122,23,0.08
5637,5638,Bl2,Bl2-8,Private,,2020-01-01 17:24:00,17,2020-01-02 06:40:00,6.0,11.74,13.266666666666667,Jan,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.855,104,184,80,0.14
5638,5639,SR2,SR2-3,Private,,2020-01-01 17:29:00,17,2020-01-02 07:53:00,7.0,55.97,14.4,Jan,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.308,104,191,87,0.7
5640,5641,AsO2,AsO2-1,Private,,2020-01-01 17:58:00,17,2020-01-02 07:35:00,7.0,12.41,13.616666666666667,Jan,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.847,107,189,82,0.16
5641,5642,AdO3,AdO3-1,Shared,Shared-3,2020-01-01 19:07:00,19,2020-01-02 07:56:00,7.0,9.16,12.816666666666666,Jan,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.887,114,191,77,0.12
5642,5643,MS22,AsO4-2,Private,,2020-01-01 19:37:00,19,2020-01-02 06:32:00,6.0,2.21,10.916666666666666,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.973,117,183,66,0.02
5643,5644,Bl2,Bl2-2,Private,,2020-01-01 19:39:00,19,2020-01-01 22:46:00,22.0,11.22,3.1166666666666667,Jan,Wednesday,early evening (18-21),Between 3 and 6 hours,1,0.861,117,136,19,0.14
5644,5645,AsO8,AsO8-3,Private,,2020-01-01 19:47:00,19,2020-01-02 06:37:00,6.0,24.44,10.833333333333334,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.698,118,183,65,0.3
5645,5646,AdO1,AdO1-3,Private,,2020-01-01 19:57:00,19,2020-01-02 09:49:00,9.0,27.52,13.866666666666667,Jan,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.66,119,202,83,0.34
5646,5647,SR14,SR14-2,Private,,2020-01-01 21:21:00,21,2020-01-02 07:18:00,7.0,62.07,9.95,Jan,Wednesday,late evening (21-midnight),Between 9 and 12 hours,1,0.232,128,187,59,0.76
5648,5649,AdA1,Share-6,Shared,Shared-1,2020-01-01 22:48:00,22,2020-01-01 23:48:00,23.0,6.14,1.0,Jan,Wednesday,late evening (21-midnight),Less than 3 hours,1,0.924,136,142,6,0.08
5649,5650,AdA1,Share-6,Shared,Shared-1,2020-01-02 00:55:00,0,2020-01-02 06:30:00,6.0,14.62,5.583333333333333,Jan,Thursday,early night (midnight-3),Between 3 and 6 hours,1,0.819,5,39,34,0.18
5651,5652,AdO3,AdO3-1,Shared,Shared-2,2020-01-02 13:29:00,13,2020-01-02 16:29:00,16.0,6.82,3.0,Jan,Thursday,early afternoon (12-15),Between 3 and 6 hours,1,0.916,80,98,18,0.08
5653,5654,NR1,NR1-1,Private,,2020-01-02 13:55:00,13,2020-01-03 10:47:00,10.0,6.53,20.866666666666667,Jan,Thursday,early afternoon (12-15),More than 18 hours,1,0.919,83,208,125,0.08
5654,5655,Ris,Ris-1,Private,,2020-01-02 14:15:00,14,2020-01-03 11:30:00,11.0,9.24,21.25,Jan,Thursday,early afternoon (12-15),More than 18 hours,1,0.886,85,213,128,0.12
5655,5656,MS22,AsO4-2,Private,,2020-01-02 14:39:00,14,2020-01-02 17:32:00,17.0,4.75,2.8833333333333333,Jan,Thursday,early afternoon (12-15),Less than 3 hours,1,0.941,87,105,18,0.06
5656,5657,Bl2,Share-28,Shared,Shared-6,2020-01-02 15:22:00,15,2020-01-02 17:24:00,17.0,14.09,2.033333333333333,Jan,Thursday,late afternoon (15-18),Less than 3 hours,1,0.826,92,104,12,0.18
5657,5658,AsO6,AsO6-1,Private,,2020-01-02 15:23:00,15,2020-01-03 07:03:00,7.0,5.55,15.666666666666666,Jan,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.931,92,186,94,0.06
5658,5659,Bl2,Bl2-7,Private,,2020-01-02 15:34:00,15,2020-01-03 07:55:00,7.0,3.05,16.35,Jan,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.962,93,191,98,0.04
5659,5660,Ris,Ris-2,Private,,2020-01-02 15:50:00,15,2020-01-02 17:52:00,17.0,6.03,2.033333333333333,Jan,Thursday,late afternoon (15-18),Less than 3 hours,1,0.925,95,107,12,0.08
5660,5661,AdA6,AdA6-1,Private,,2020-01-02 15:58:00,15,2020-01-03 06:36:00,6.0,5.32,14.633333333333333,Jan,Thursday,late afternoon (15-18),Between 12 and 15 hours,1,0.934,95,183,88,0.06
5661,5662,Bl2,Bl2-8,Private,,2020-01-02 15:59:00,15,2020-01-02 20:06:00,20.0,16.72,4.116666666666666,Jan,Thursday,late afternoon (15-18),Between 3 and 6 hours,1,0.793,95,120,25,0.2
5662,5663,MS1,MS1-2,Private,,2020-01-02 16:04:00,16,2020-01-02 17:18:00,17.0,4.46,1.2333333333333334,Jan,Thursday,late afternoon (15-18),Less than 3 hours,1,0.945,96,103,7,0.06
5664,5665,AsO4,AsO4-1,Private,,2020-01-02 16:16:00,16,2020-01-03 00:09:00,0.0,10.36,7.883333333333334,Jan,Thursday,late afternoon (15-18),Between 6 and 9  hours,1,0.872,97,144,47,0.12
5666,5667,AsO2,AsO2-1,Private,,2020-01-02 16:53:00,16,2020-01-03 07:30:00,7.0,12.2,14.616666666666667,Jan,Thursday,late afternoon (15-18),Between 12 and 15 hours,1,0.849,101,189,88,0.16
5667,5668,UT7,UT7-5,Private,,2020-01-02 17:03:00,17,2020-01-03 10:13:00,10.0,3.52,17.166666666666668,Jan,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.956,102,205,103,0.04
5668,5669,AsO8,AsO8-4,Private,,2020-01-02 17:42:00,17,2020-01-03 08:40:00,8.0,7.32,14.966666666666667,Jan,Thursday,late afternoon (15-18),Between 12 and 15 hours,1,0.909,106,196,90,0.1
5669,5670,AsO2,AsO6-1,Shared,Shared-5,2020-01-02 17:48:00,17,2020-01-03 14:28:00,14.0,51.27,20.666666666666668,Jan,Thursday,late afternoon (15-18),More than 18 hours,1,0.366,106,230,124,0.64
5670,5671,AdO1,AdO1-4,Private,,2020-01-02 18:18:00,18,2020-01-03 04:02:00,4.0,13.3,9.733333333333333,Jan,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.836,109,168,59,0.16
5671,5672,UT15,UT15-2,Private,,2020-01-02 18:25:00,18,2020-01-03 07:28:00,7.0,13.25,13.05,Jan,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.836,110,188,78,0.16
5672,5673,UT1,UT1-1,Private,,2020-01-02 18:30:00,18,2020-01-02 20:01:00,20.0,5.56,1.5166666666666666,Jan,Thursday,early evening (18-21),Less than 3 hours,1,0.931,111,120,9,0.06
5673,5674,MS1,MS1-2,Private,,2020-01-02 18:32:00,18,2020-01-03 07:35:00,7.0,3.3,13.05,Jan,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.959,111,189,78,0.04
5674,5675,UT9,Share-12,Shared,Shared-12,2020-01-02 19:12:00,19,2020-01-02 22:17:00,22.0,16.73,3.0833333333333335,Jan,Thursday,early evening (18-21),Between 3 and 6 hours,1,0.793,115,133,18,0.2
5675,5676,Bl2,Bl2-4,Private,,2020-01-02 19:15:00,19,2020-01-03 10:36:00,10.0,25.03,15.35,Jan,Thursday,early evening (18-21),Between 15 and 18 hours,1,0.69,115,207,92,0.3
5676,5677,MS22,AsO4-2,Private,,2020-01-02 19:25:00,19,2020-01-03 06:29:00,6.0,4.93,11.066666666666666,Jan,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.939,116,182,66,0.06
5677,5678,Ris,Ris-2,Private,,2020-01-02 19:37:00,19,2020-01-03 06:50:00,6.0,4.97,11.216666666666667,Jan,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.939,117,185,68,0.06
5678,5679,UT7,UT7-2,Private,,2020-01-02 19:46:00,19,2020-01-03 07:30:00,7.0,8.33,11.733333333333333,Jan,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.897,118,189,71,0.1
5679,5680,UT9,Share-36,Shared,Shared-11,2020-01-02 20:22:00,20,2020-01-02 23:54:00,23.0,7.32,3.533333333333333,Jan,Thursday,early evening (18-21),Between 3 and 6 hours,1,0.909,122,143,21,0.1
5680,5681,SR2,SR2-3,Private,,2020-01-02 20:24:00,20,2020-01-03 07:49:00,7.0,16.5,11.416666666666666,Jan,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.796,122,190,68,0.2
5681,5682,AdA1,AdA1-1,Private,,2020-01-02 20:26:00,20,2020-01-02 23:58:00,23.0,4.38,3.533333333333333,Jan,Thursday,early evening (18-21),Between 3 and 6 hours,1,0.946,122,143,21,0.06
5682,5683,Bl2,Share-25,Shared,Shared-7,2020-01-02 21:07:00,21,2020-01-03 06:36:00,6.0,38.73,9.483333333333333,Jan,Thursday,late evening (21-midnight),Between 9 and 12 hours,1,0.521,126,183,57,0.48
5683,5684,Bl2,Bl2-1,Private,,2020-01-02 21:57:00,21,2020-01-03 08:47:00,8.0,10.41,10.833333333333334,Jan,Thursday,late evening (21-midnight),Between 9 and 12 hours,1,0.871,131,196,65,0.12
5684,5685,AsO10,AsO10-4,Private,,2020-01-02 23:50:00,23,2020-01-03 07:40:00,7.0,15.1,7.833333333333333,Jan,Thursday,late evening (21-midnight),Between 6 and 9  hours,1,0.813,143,190,47,0.18
5685,5686,AdA6,AdA6-1,Private,,2020-01-03 06:36:00,6,2020-01-03 07:50:00,7.0,0.17,1.2333333333333334,Jan,Friday,early morning (6-9),Less than 3 hours,1,0.998,39,47,8,0.0
5686,5687,Bl2,Share-24,Shared,Shared-7,2020-01-03 09:28:00,9,2020-01-03 12:42:00,12.0,23.85,3.2333333333333334,Jan,Friday,late morning (9-12),Between 3 and 6 hours,1,0.705,56,76,20,0.3
5689,5690,NR1,NR1-1,Private,,2020-01-03 13:50:00,13,2020-01-04 12:09:00,12.0,8.37,22.316666666666666,Jan,Friday,early afternoon (12-15),More than 18 hours,1,0.896,83,216,133,0.1
5690,5691,UT1,UT1-1,Private,,2020-01-03 13:51:00,13,2020-01-03 18:46:00,18.0,14.54,4.916666666666667,Jan,Friday,early afternoon (12-15),Between 3 and 6 hours,1,0.82,83,112,29,0.18
5691,5692,MS22,AsO4-2,Private,,2020-01-03 14:50:00,14,2020-01-04 13:16:00,13.0,7.15,22.433333333333334,Jan,Friday,early afternoon (12-15),More than 18 hours,1,0.912,89,223,134,0.08
5692,5693,Bl7,Bl7-1,Private,,2020-01-03 14:54:00,14,2020-01-04 12:22:00,12.0,57.72,21.466666666666665,Jan,Friday,early afternoon (12-15),More than 18 hours,1,0.286,89,218,129,0.72
5693,5694,MS22,MS22-1,Private,,2020-01-03 15:06:00,15,2020-01-03 17:55:00,17.0,10.72,2.816666666666667,Jan,Friday,late afternoon (15-18),Less than 3 hours,1,0.867,90,107,17,0.14
5694,5695,AsO8,AsO8-4,Private,,2020-01-03 15:16:00,15,2020-01-04 08:43:00,8.0,4.66,17.45,Jan,Friday,late afternoon (15-18),Between 15 and 18 hours,1,0.942,91,196,105,0.06
5696,5697,Bl2,Bl2-7,Private,,2020-01-03 15:38:00,15,2020-01-04 11:43:00,11.0,5.02,20.083333333333332,Jan,Friday,late afternoon (15-18),More than 18 hours,1,0.938,93,214,121,0.06
5697,5698,AsO10,AsO10-1,Private,,2020-01-03 15:39:00,15,2020-01-03 18:32:00,18.0,3.87,2.8833333333333333,Jan,Friday,late afternoon (15-18),Less than 3 hours,1,0.952,93,111,18,0.04
5699,5700,Ris,Ris-1,Private,,2020-01-03 16:06:00,16,2020-01-04 13:43:00,13.0,14.83,21.616666666666667,Jan,Friday,late afternoon (15-18),More than 18 hours,1,0.817,96,226,130,0.18
5700,5701,UT15,UT15-2,Private,,2020-01-03 16:13:00,16,2020-01-04 14:23:00,14.0,17.9,22.166666666666668,Jan,Friday,late afternoon (15-18),More than 18 hours,1,0.779,97,230,133,0.22
5701,5702,AsO4,AsO4-1,Private,,2020-01-03 16:22:00,16,2020-01-03 19:59:00,19.0,11.4,3.6166666666666667,Jan,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.859,98,119,21,0.14
5704,5705,AsO2,Share-5,Shared,Shared-5,2020-01-03 16:28:00,16,2020-01-03 20:04:00,20.0,27.21,3.6,Jan,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.663,98,120,22,0.34
5705,5706,UT7,UT7-2,Private,,2020-01-03 16:30:00,16,2020-01-04 12:03:00,12.0,4.89,19.55,Jan,Friday,late afternoon (15-18),More than 18 hours,1,0.94,99,216,117,0.06
5707,5708,Bl2,Bl2-8,Private,,2020-01-03 16:39:00,16,2020-01-03 19:12:00,19.0,14.84,2.55,Jan,Friday,late afternoon (15-18),Less than 3 hours,1,0.816,99,115,16,0.18
5708,5709,SR14,SR14-1,Private,,2020-01-03 16:39:00,16,2020-01-03 20:47:00,20.0,28.58,4.133333333333334,Jan,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.647,99,124,25,0.36
5711,5712,AdO1,AdO1-2,Private,,2020-01-03 16:54:00,16,2020-01-04 14:35:00,14.0,3.28,21.683333333333334,Jan,Friday,late afternoon (15-18),More than 18 hours,1,0.959,101,231,130,0.04
5713,5714,AsO2,AsO2-1,Private,,2020-01-03 17:08:00,17,2020-01-04 12:08:00,12.0,14.44,19.0,Jan,Friday,late afternoon (15-18),More than 18 hours,1,0.821,102,216,114,0.18
5714,5715,MS1,MS1-2,Private,,2020-01-03 17:29:00,17,2020-01-03 20:32:00,20.0,8.06,3.05,Jan,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.9,104,123,19,0.1
5715,5716,UT9,Share-36,Shared,Shared-12,2020-01-03 18:45:00,18,2020-01-04 01:35:00,1.0,8.58,6.833333333333333,Jan,Friday,early evening (18-21),Between 6 and 9  hours,1,0.894,112,153,41,0.1
5716,5717,UT9,Share-12,Shared,Shared-11,2020-01-03 19:39:00,19,2020-01-03 23:30:00,23.0,18.21,3.85,Jan,Friday,early evening (18-21),Between 3 and 6 hours,1,0.775,117,141,24,0.22
5718,5719,AsO2,Share-20,Shared,Shared-4,2020-01-03 21:19:00,21,2020-01-04 11:54:00,11.0,11.04,14.583333333333334,Jan,Friday,late evening (21-midnight),Between 12 and 15 hours,1,0.863,127,215,88,0.14
5719,5720,SR14,SR14-1,Private,,2020-01-03 21:32:00,21,2020-01-04 16:29:00,16.0,23.32,18.95,Jan,Friday,late evening (21-midnight),More than 18 hours,1,0.712,129,242,113,0.28
5720,5721,MS1,MS1-2,Private,,2020-01-03 23:01:00,23,2020-01-04 01:36:00,1.0,9.39,2.5833333333333335,Jan,Friday,late evening (21-midnight),Less than 3 hours,1,0.884,138,153,15,0.12
5721,5722,UT1,UT1-1,Private,,2020-01-03 23:49:00,23,2020-01-04 10:26:00,10.0,7.55,10.616666666666667,Jan,Friday,late evening (21-midnight),Between 9 and 12 hours,1,0.907,142,206,64,0.1
5722,5723,Bl2,Bl2-8,Private,,2020-01-03 23:59:00,23,2020-01-04 11:59:00,11.0,16.28,12.0,Jan,Friday,late evening (21-midnight),Between 12 and 15 hours,1,0.799,143,215,72,0.2
5723,5724,Bl2,Bl2-2,Private,,2020-01-04 00:08:00,0,2020-01-04 06:47:00,6.0,13.59,6.65,Jan,Saturday,early night (midnight-3),Between 6 and 9  hours,1,0.832,0,40,40,0.16
5724,5725,MS22,MS22-1,Private,,2020-01-04 10:43:00,10,2020-01-04 13:09:00,13.0,17.9,2.433333333333333,Jan,Saturday,late morning (9-12),Less than 3 hours,1,0.779,64,78,14,0.22
5727,5728,AdO3,AdO3-3,Private,,2020-01-04 13:48:00,13,2020-01-04 18:50:00,18.0,18.02,5.033333333333333,Jan,Saturday,early afternoon (12-15),Between 3 and 6 hours,1,0.777,82,113,31,0.22
5728,5729,MS22,AsO4-2,Private,,2020-01-04 14:09:00,14,2020-01-04 16:38:00,16.0,3.08,2.4833333333333334,Jan,Saturday,early afternoon (12-15),Less than 3 hours,1,0.962,84,99,15,0.04
5730,5731,UT7,UT7-5,Private,,2020-01-04 14:35:00,14,2020-01-04 16:49:00,16.0,8.05,2.2333333333333334,Jan,Saturday,early afternoon (12-15),Less than 3 hours,1,0.9,87,100,13,0.1
5731,5732,MS22,MS22-1,Private,,2020-01-04 14:36:00,14,2020-01-04 15:44:00,15.0,8.4,1.1333333333333333,Jan,Saturday,early afternoon (12-15),Less than 3 hours,1,0.896,87,94,7,0.1
5732,5733,UT1,UT1-2,Private,,2020-01-04 14:54:00,14,2020-01-05 10:49:00,10.0,37.57,19.916666666666668,Jan,Saturday,early afternoon (12-15),More than 18 hours,1,0.535,89,208,119,0.46
5734,5735,UT7,UT7-2,Private,,2020-01-04 15:24:00,15,2020-01-04 19:01:00,19.0,8.11,3.6166666666666667,Jan,Saturday,late afternoon (15-18),Between 3 and 6 hours,1,0.9,92,114,22,0.1
5736,5737,AdO1,AdO1-2,Private,,2020-01-04 16:26:00,16,2020-01-05 14:52:00,14.0,2.34,22.433333333333334,Jan,Saturday,late afternoon (15-18),More than 18 hours,1,0.971,98,233,135,0.02
5739,5740,MS1,Share-31,Shared,Shared-8,2020-01-04 17:05:00,17,2020-01-04 20:48:00,20.0,6.82,3.716666666666667,Jan,Saturday,late afternoon (15-18),Between 3 and 6 hours,1,0.916,102,124,22,0.08
5740,5741,MS22,MS22-1,Private,,2020-01-04 17:07:00,17,2020-01-05 12:22:00,12.0,39.71,19.25,Jan,Saturday,late afternoon (15-18),More than 18 hours,1,0.509,102,218,116,0.5
5741,5742,AdA1,AdA1-1,Private,,2020-01-04 17:19:00,17,2020-01-05 09:23:00,9.0,28.59,16.066666666666666,Jan,Saturday,late afternoon (15-18),Between 15 and 18 hours,1,0.646,103,200,97,0.36
5742,5743,AsO4,AsO4-1,Private,,2020-01-04 17:27:00,17,2020-01-04 22:49:00,22.0,7.53,5.366666666666666,Jan,Saturday,late afternoon (15-18),Between 3 and 6 hours,1,0.907,104,136,32,0.1
5743,5744,MS1,MS1-2,Private,,2020-01-04 17:40:00,17,2020-01-05 13:59:00,13.0,10.47,20.316666666666666,Jan,Saturday,late afternoon (15-18),More than 18 hours,1,0.871,106,227,121,0.12
5745,5746,Bl2,Bl2-2,Private,,2020-01-04 18:04:00,18,2020-01-04 22:28:00,22.0,12.09,4.4,Jan,Saturday,early evening (18-21),Between 3 and 6 hours,1,0.85,108,134,26,0.14
5747,5748,AdA6,AdA6-1,Private,,2020-01-04 18:09:00,18,2020-01-05 02:32:00,2.0,6.05,8.383333333333333,Jan,Saturday,early evening (18-21),Between 6 and 9  hours,1,0.925,108,159,51,0.08
5749,5750,SR2,Share-17,Shared,Shared-10,2020-01-04 18:23:00,18,2020-01-04 23:06:00,23.0,34.46,4.716666666666667,Jan,Saturday,early evening (18-21),Between 3 and 6 hours,1,0.574,110,138,28,0.42
5750,5751,AsO8,AsO8-3,Private,,2020-01-04 18:25:00,18,2020-01-05 10:27:00,10.0,18.02,16.033333333333335,Jan,Saturday,early evening (18-21),Between 15 and 18 hours,1,0.777,110,206,96,0.22
5751,5752,Bl2,Bl2-5,Private,,2020-01-04 18:52:00,18,2020-01-05 10:54:00,10.0,11.16,16.033333333333335,Jan,Saturday,early evening (18-21),Between 15 and 18 hours,1,0.862,113,209,96,0.14
5752,5753,NR1,NR1-2,Private,,2020-01-04 18:56:00,18,2020-01-05 14:18:00,14.0,1.46,19.366666666666667,Jan,Saturday,early evening (18-21),More than 18 hours,1,0.982,113,229,116,0.02
5753,5754,UT1,UT1-1,Private,,2020-01-04 19:04:00,19,2020-01-04 21:37:00,21.0,8.87,2.55,Jan,Saturday,early evening (18-21),Less than 3 hours,1,0.89,114,129,15,0.1
5754,5755,Bl2,Share-8,Shared,Shared-6,2020-01-04 20:11:00,20,2020-01-05 09:48:00,9.0,24.55,13.616666666666667,Jan,Saturday,early evening (18-21),Between 12 and 15 hours,1,0.696,121,202,81,0.3
5755,5756,UT1,UT1-1,Private,,2020-01-04 21:48:00,21,2020-01-05 16:45:00,16.0,1.3,18.95,Jan,Saturday,late evening (21-midnight),More than 18 hours,1,0.984,130,244,114,0.02
5757,5758,Bl2,Share-28,Shared,Shared-7,2020-01-05 00:03:00,0,2020-01-05 12:28:00,12.0,28.75,12.416666666666666,Jan,Sunday,early night (midnight-3),Between 12 and 15 hours,1,0.644,0,74,74,0.36
5758,5759,AdA6,AdA6-1,Private,,2020-01-05 03:14:00,3,2020-01-05 16:50:00,16.0,6.3,13.6,Jan,Sunday,late night (3-6),Between 12 and 15 hours,1,0.922,19,101,82,0.08
5759,5760,Bl2,Bl2-2,Private,,2020-01-05 05:09:00,5,2020-01-05 14:36:00,14.0,12.82,9.45,Jan,Sunday,late night (3-6),Between 9 and 12 hours,1,0.841,30,87,57,0.16
5760,5761,Bl2,Bl2-1,Private,,2020-01-05 07:55:00,7,2020-01-05 10:42:00,10.0,9.97,2.783333333333333,Jan,Sunday,early morning (6-9),Less than 3 hours,1,0.877,47,64,17,0.12
5761,5762,UT7,UT7-2,Private,,2020-01-05 10:47:00,10,2020-01-05 13:02:00,13.0,10.58,2.25,Jan,Sunday,late morning (9-12),Less than 3 hours,1,0.869,64,78,14,0.14
5762,5763,AdO3,AdO3-3,Private,,2020-01-05 12:13:00,12,2020-01-06 07:45:00,7.0,12.45,19.533333333333335,Jan,Sunday,early afternoon (12-15),More than 18 hours,1,0.846,73,190,117,0.16
5763,5764,Ris,Ris-2,Private,,2020-01-05 12:14:00,12,2020-01-06 06:50:00,6.0,31.01,18.6,Jan,Sunday,early afternoon (12-15),More than 18 hours,1,0.616,73,185,112,0.38
5765,5766,NR1,NR1-3,Private,,2020-01-05 12:36:00,12,2020-01-05 18:37:00,18.0,32.52,6.016666666666667,Jan,Sunday,early afternoon (12-15),Between 6 and 9  hours,1,0.598,75,111,36,0.4
5766,5767,SR14,SR14-2,Private,,2020-01-05 13:18:00,13,2020-01-06 08:22:00,8.0,59.81,19.066666666666666,Jan,Sunday,early afternoon (12-15),More than 18 hours,1,0.26,79,194,115,0.74
5767,5768,AsO2,AsO6-1,Shared,Shared-5,2020-01-05 13:34:00,13,2020-01-06 07:47:00,7.0,59.55,18.216666666666665,Jan,Sunday,early afternoon (12-15),More than 18 hours,1,0.264,81,190,109,0.74
5769,5770,MS1,MS1-2,Private,,2020-01-05 14:13:00,14,2020-01-05 21:14:00,21.0,2.22,7.016666666666667,Jan,Sunday,early afternoon (12-15),Between 6 and 9  hours,1,0.973,85,127,42,0.02
5770,5771,Bl2,Bl2-5,Private,,2020-01-05 14:38:00,14,2020-01-06 07:43:00,7.0,5.75,17.083333333333332,Jan,Sunday,early afternoon (12-15),Between 15 and 18 hours,1,0.929,87,190,103,0.08
5771,5772,UT9,Share-15,Shared,Shared-12,2020-01-05 14:42:00,14,2020-01-05 16:55:00,16.0,15.86,2.216666666666667,Jan,Sunday,early afternoon (12-15),Less than 3 hours,1,0.804,88,101,13,0.2
5772,5773,UT7,UT7-3,Private,,2020-01-05 14:44:00,14,2020-01-05 18:55:00,18.0,5.3,4.183333333333334,Jan,Sunday,early afternoon (12-15),Between 3 and 6 hours,1,0.934,88,113,25,0.06
5773,5774,AsO2,Share-22,Shared,Shared-4,2020-01-05 14:53:00,14,2020-01-05 17:01:00,17.0,7.46,2.1333333333333333,Jan,Sunday,early afternoon (12-15),Less than 3 hours,1,0.908,89,102,13,0.1
5774,5775,NR1,NR1-2,Private,,2020-01-05 15:09:00,15,2020-01-06 06:53:00,6.0,2.55,15.733333333333333,Jan,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.968,90,185,95,0.04
5775,5776,AdA1,AdA1-1,Private,,2020-01-05 15:23:00,15,2020-01-05 17:27:00,17.0,5.92,2.066666666666667,Jan,Sunday,late afternoon (15-18),Less than 3 hours,1,0.927,92,104,12,0.08
5776,5777,AsO4,AsO4-1,Private,,2020-01-05 16:43:00,16,2020-01-05 20:26:00,20.0,11.37,3.716666666666667,Jan,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.859,100,122,22,0.14
5777,5778,AdO1,AdO1-2,Private,,2020-01-05 17:04:00,17,2020-01-06 09:08:00,9.0,6.29,16.066666666666666,Jan,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.922,102,198,96,0.08
5778,5779,SR2,SR2-3,Private,,2020-01-05 17:05:00,17,2020-01-06 07:57:00,7.0,58.21,14.866666666666667,Jan,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.28,102,191,89,0.72
5780,5781,AdO1,AdO1-1,Private,,2020-01-05 18:28:00,18,2020-01-06 16:34:00,16.0,19.25,22.1,Jan,Sunday,early evening (18-21),More than 18 hours,1,0.762,110,243,133,0.24
5781,5782,UT7,UT7-2,Private,,2020-01-05 18:34:00,18,2020-01-06 07:26:00,7.0,13.63,12.866666666666667,Jan,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.831,111,188,77,0.16
5782,5783,AsO2,Share-22,Shared,Shared-4,2020-01-05 18:40:00,18,2020-01-05 23:00:00,23.0,14.82,4.333333333333333,Jan,Sunday,early evening (18-21),Between 3 and 6 hours,1,0.817,112,138,26,0.18
5783,5784,Bl2,Bl2-8,Private,,2020-01-05 19:01:00,19,2020-01-06 06:48:00,6.0,19.02,11.783333333333333,Jan,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.765,114,184,70,0.24
5784,5785,Bl2,Bl2-7,Private,,2020-01-05 19:40:00,19,2020-01-06 10:05:00,10.0,3.59,14.416666666666666,Jan,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.956,118,204,86,0.04
5785,5786,AdO3,AdO3-2,Private,,2020-01-05 19:56:00,19,2020-01-06 07:20:00,7.0,17.51,11.4,Jan,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.783,119,188,69,0.22
